Category	Geneset.ID	Description	Number.of.Genes	enrich.status	enrich.fdr	enrich.pvalue	promoter.status	promoter.fdr	promoter.pvalue	enhancer.status	enhancer.fdr	enhancer.pvalue
Gene Ontology Biological Process	GO:0001964	startle response	44	enriched	0.0013758122644344	4.08023408525805e-05	enriched	0.557761592827877	0.23281717502813	farther	0.949270134187278	0.851630686215084
Gene Ontology Biological Process	GO:0007605	sensory perception of sound	172	enriched	0.00138990209010293	4.14896146299383e-05	depleted	0.152633522179693	0.0165976751197534	closer	0.00265657412222322	5.35537330318308e-05
Gene Ontology Biological Process	GO:0007187	G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	181	enriched	0.00170109245468283	5.11086122263692e-05	depleted	0.335210587072755	0.0768014952355101	closer	0.180461644001393	0.030362610388294
Gene Ontology Biological Process	GO:0051640	organelle localization	462	enriched	0.00184345865013681	5.64579311342538e-05	enriched	0.270077027506862	0.0498901739123938	farther	0.441150049950177	0.162918501023913
Gene Ontology Biological Process	GO:0051656	establishment of organelle localization	402	enriched	0.00205919106611598	6.34641169824463e-05	enriched	0.579719109300108	0.260080502503473	farther	0.672552429242793	0.372191739772858
Gene Ontology Biological Process	GO:0044057	regulation of system process	503	enriched	0.00223230082900116	6.97454424055075e-05	depleted	0.148665489682428	0.0158944688767449	closer	0.0102139925355222	0.000370230006618077
Gene Ontology Biological Process	GO:0042596	fear response	42	enriched	0.00223230082900116	7.00974480128295e-05	depleted	0.904007792504089	0.740001300716356	closer	0.721247593778195	0.437757888202902
Gene Ontology Biological Process	GO:0003013	circulatory system process	474	enriched	0.00228241946600277	7.21136601974126e-05	depleted	0.0432861124531583	0.00190459611918752	closer	0.00806162771734521	0.000275023546860391
Gene Ontology Biological Process	GO:0030902	hindbrain development	186	enriched	0.00228907257649881	7.27675717282042e-05	enriched	0.935045782891517	0.815242475566204	closer	0.482757539203304	0.194450507165045
Gene Ontology Biological Process	GO:0008015	blood circulation	471	enriched	0.00257294663174717	8.22904040004427e-05	depleted	0.0566195048972707	0.00311687136864216	closer	0.0108506342946436	0.000399616304706781
Gene Ontology Biological Process	GO:0051591	response to cAMP	109	enriched	0.00267993466876703	8.62316640851575e-05	depleted	0.821840341211022	0.56655927197018	farther	0.795884647934633	0.547297464916822
Gene Ontology Biological Process	GO:0060359	response to ammonium ion	134	enriched	0.00272632849298379	8.85974088188334e-05	depleted	0.97781118851381	0.935734413198814	closer	0.949816616125399	0.852791348302548
Gene Ontology Biological Process	GO:0008542	visual learning	58	enriched	0.00272632849298379	8.87813891880746e-05	enriched	0.409759864385359	0.119125430932694	farther	0.683282100182077	0.385723919392452
Gene Ontology Biological Process	GO:0050885	neuromuscular process controlling balance	77	enriched	0.00274628256578725	8.99635110715342e-05	depleted	0.934482054486079	0.814250521921904	closer	0.314271322626218	0.0854057752126298
Gene Ontology Biological Process	GO:0021700	developmental maturation	263	enriched	0.00276640773328367	9.1159006524176e-05	enriched	0.106491400824906	0.00848380805176124	closer	0.924055753745531	0.793460086074849
Gene Ontology Biological Process	GO:1990138	neuron projection extension	172	enriched	0.00283119586516503	9.38427007061872e-05	enriched	0.0983746386440775	0.00709349982081737	closer	0.590014295017988	0.280666010568255
Gene Ontology Biological Process	GO:0021761	limbic system development	117	enriched	0.00293569235640722	9.78753799771356e-05	enriched	0.93404095607667	0.812572387627303	closer	0.766267838003842	0.506042745508643
Gene Ontology Biological Process	GO:0050432	catecholamine secretion	56	enriched	0.00294077681591026	9.86149232704932e-05	depleted	0.915826716909943	0.763333795519647	farther	0.995892064087321	0.991772782751164
Gene Ontology Biological Process	GO:0050433	regulation of catecholamine secretion	54	enriched	0.00324592711663419	0.000109476898293148	depleted	0.83366895590273	0.589983593332209	farther	0.99110129715173	0.972164191143363
Gene Ontology Biological Process	GO:0035725	sodium ion transmembrane transport	159	enriched	0.00361301477436345	0.000122558167380035	depleted	0.69534006116128	0.389385042972463	closer	0.131626178017504	0.0181914062660361
Gene Ontology Biological Process	GO:0022037	metencephalon development	124	enriched	0.00374379805694401	0.000127720189575915	depleted	0.88708662762769	0.697082610661495	closer	0.220315793149443	0.0441144047922804
Gene Ontology Biological Process	GO:0010243	response to organonitrogen compound	838	enriched	0.00382960090193285	0.000132099010716867	enriched	0.558086301124645	0.233446450441362	farther	0.150728097133981	0.0224967309155196
Gene Ontology Biological Process	GO:0055082	cellular chemical homeostasis	663	enriched	0.00382960090193285	0.000132131994678048	enriched	0.901648822731067	0.732469512709033	closer	0.925176064832303	0.795401404944394
Gene Ontology Biological Process	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	65	enriched	0.00439807306874443	0.000154627738929148	enriched	0.0432861124531583	0.00188660458298457	farther	0.837534450854223	0.610414718978848
Gene Ontology Biological Process	GO:0001662	behavioral fear response	41	enriched	0.00439807306874443	0.000155636873957085	depleted	0.96749693940309	0.910005118986019	closer	0.723049872588406	0.440643162192177
Gene Ontology Biological Process	GO:0002209	behavioral defense response	41	enriched	0.00439807306874443	0.000155636873957085	depleted	0.96749693940309	0.910005118986019	closer	0.723049872588406	0.440643162192177
Gene Ontology Biological Process	GO:1904062	regulation of cation transmembrane transport	266	enriched	0.00439807306874443	0.000156008406974265	enriched	0.798242160038328	0.52669438123095	closer	0.0435717502594046	0.00302358724420757
Gene Ontology Biological Process	GO:0008344	adult locomotory behavior	87	enriched	0.0045427750980115	0.00016202182943092	enriched	0.873205256551438	0.665142286930861	closer	0.994364337726347	0.978559360852232
Gene Ontology Biological Process	GO:0021766	hippocampus development	97	enriched	0.00461414482708715	0.000165461677265192	depleted	0.980133909800495	0.943950603064622	closer	0.522976045749475	0.224290995311758
Gene Ontology Biological Process	GO:0051963	regulation of synapse assembly	101	enriched	0.00469887679869037	0.000170321760293681	depleted	0.733594679805448	0.434400348730324	closer	0.00603709385116413	0.000181528376515141
Gene Ontology Biological Process	GO:0019233	sensory perception of pain	101	enriched	0.00475980620573935	0.000173452910773211	depleted	0.55409678971724	0.228662931829425	closer	0.105972624973708	0.012057749730484
Gene Ontology Biological Process	GO:0008016	regulation of heart contraction	230	enriched	0.0048670967632991	0.000178306122943115	depleted	0.296369803552631	0.0601262476336381	closer	0.246824405949068	0.0554991639767244
Gene Ontology Biological Process	GO:0015844	monoamine transport	68	enriched	0.00491576189977016	0.000182947525635951	depleted	0.719298074833121	0.416325654477941	closer	0.943340454035218	0.833599860918269
Gene Ontology Biological Process	GO:0050801	ion homeostasis	668	enriched	0.00496754112122674	0.000186888176442744	depleted	0.944819441459136	0.839122344303816	closer	0.399990605872401	0.135282363637288
Gene Ontology Biological Process	GO:0048488	synaptic vesicle endocytosis	47	enriched	0.00496754112122674	0.000187361051656423	enriched	0.188061927734028	0.0256265817400701	farther	0.960133723273193	0.883143365147395
Gene Ontology Biological Process	GO:1900543	negative regulation of purine nucleotide metabolic process	77	enriched	0.00496754112122674	0.000187763232920956	depleted	0.606475380009808	0.287308747575881	closer	0.555172078519191	0.24933779917212
Gene Ontology Biological Process	GO:0046068	cGMP metabolic process	64	enriched	0.00514022853242386	0.000195286837052738	depleted	0.593735546643585	0.273792763222541	closer	0.965835501289846	0.901845999999295
Gene Ontology Biological Process	GO:0033500	carbohydrate homeostasis	203	enriched	0.00519687592835177	0.000201367756899044	enriched	0.821507010134854	0.566089827685483	farther	0.420912931271922	0.148816667307615
Gene Ontology Biological Process	GO:0042593	glucose homeostasis	203	enriched	0.00519687592835177	0.000201367756899044	enriched	0.821507010134854	0.566089827685483	farther	0.420912931271922	0.148816667307615
Gene Ontology Biological Process	GO:0051952	regulation of amine transport	67	enriched	0.00519687592835177	0.000201952218836696	depleted	0.434897444239294	0.137576591049142	closer	0.519926314291621	0.222120100154823
Gene Ontology Biological Process	GO:0048791	calcium ion-regulated exocytosis of neurotransmitter	40	enriched	0.00519687592835177	0.000202475685520199	enriched	0.553263227685447	0.228104455376419	closer	0.568211610803532	0.260370662519781
Gene Ontology Biological Process	GO:0021543	pallium development	177	enriched	0.00562679162717115	0.000223588347270806	enriched	0.964785834242454	0.895692880247185	closer	0.541689414732964	0.240552519704055
Gene Ontology Biological Process	GO:0007632	visual behavior	61	enriched	0.00564286815222474	0.000225320961302248	enriched	0.44539624161141	0.143918498694751	farther	0.70498092133656	0.418014467603903
Gene Ontology Biological Process	GO:0001508	action potential	150	enriched	0.00564359792512362	0.000226444033824499	enriched	0.200180269185855	0.0290471355052206	closer	0.0597996433654307	0.00497267823294626
Gene Ontology Biological Process	GO:0002790	peptide secretion	488	enriched	0.00572999986735659	0.000231021510449733	depleted	0.367265106295788	0.0936066745539992	farther	0.694242215291041	0.398728374473222
Gene Ontology Biological Process	GO:0045980	negative regulation of nucleotide metabolic process	77	enriched	0.0057422624906654	0.000232628970837191	depleted	0.606475380009808	0.287308747575881	closer	0.555172078519191	0.24933779917212
Gene Ontology Biological Process	GO:0014074	response to purine-containing compound	149	enriched	0.00591306991508849	0.000240694840505637	depleted	0.837560558575516	0.595601757014773	farther	0.808400143823192	0.566671811076347
Gene Ontology Biological Process	GO:2001257	regulation of cation channel activity	132	enriched	0.00621911847378733	0.000254358208561568	enriched	0.614622616550125	0.295812734443542	closer	0.040573649919661	0.00270633637643023
Gene Ontology Biological Process	GO:0032535	regulation of cellular component size	355	enriched	0.00637082501299285	0.000261907595106429	enriched	0.602080317231971	0.283009259408321	closer	0.661478091206886	0.354980067471774
Gene Ontology Biological Process	GO:0007218	neuropeptide signaling pathway	82	enriched	0.00637082501299285	0.000263032705518022	depleted	0.767699899101213	0.477375707756676	closer	0.230984647848233	0.0479083160708269
Gene Ontology Biological Process	GO:1903522	regulation of blood circulation	273	enriched	0.00650923113458513	0.000270008812328207	depleted	0.039303846081003	0.00167607019535194	closer	0.0168842336624406	0.000754971433127001
Gene Ontology Biological Process	GO:0042220	response to cocaine	66	enriched	0.00661335727486642	0.000278173779539836	enriched	0.926537656854028	0.786093297935662	farther	0.922098055673495	0.788761139695122
Gene Ontology Biological Process	GO:0051899	membrane depolarization	98	enriched	0.00674778785282959	0.000285358853533861	enriched	0.18449661558025	0.0240058084567283	closer	0.597373914409259	0.287628765922194
Gene Ontology Biological Process	GO:0003015	heart process	255	enriched	0.00700144520119632	0.000298569091735451	depleted	0.302913766980117	0.0647045883334152	closer	0.219929174046458	0.0439517306535953
Gene Ontology Biological Process	GO:0048589	developmental growth	624	enriched	0.00812005677914735	0.000349418996892947	enriched	0.299337072940122	0.062398847394513	closer	0.629313924093532	0.319597302020751
Gene Ontology Biological Process	GO:0030516	regulation of axon extension	112	enriched	0.00817064784997175	0.000353179777193972	enriched	0.33877156750436	0.0789306889203801	closer	0.463769477907139	0.181228778340917
Gene Ontology Biological Process	GO:0060560	developmental growth involved in morphogenesis	235	enriched	0.00821701838410965	0.000356979936594007	enriched	0.18516403034391	0.0244061912451752	closer	0.49738617482058	0.205163361120022
Gene Ontology Biological Process	GO:0045776	negative regulation of blood pressure	47	enriched	0.00832327020856251	0.000364616993048096	depleted	0.144085214705376	0.015193323667324	closer	0.349653579884809	0.104486261694907
Gene Ontology Biological Process	GO:0060074	synapse maturation	39	enriched	0.00859290463603581	0.000378094466443134	enriched	0.234366281733199	0.0388869038890518	closer	0.0233783896829171	0.00121446180170998
Gene Ontology Biological Process	GO:0000380	alternative mRNA splicing, via spliceosome	76	enriched	0.00875441705845805	0.000386898059571319	enriched	0.0505224789179511	0.00250702744776032	farther	0.755889857734767	0.49363400493519
Gene Ontology Biological Process	GO:0045471	response to ethanol	132	enriched	0.00933119319323254	0.000414197177989969	enriched	0.786038524545132	0.506098881275834	farther	0.513975467167363	0.21818069608827
Gene Ontology Biological Process	GO:0060047	heart contraction	250	enriched	0.00998874105385349	0.000447257062112843	depleted	0.424739031089341	0.130068077223835	closer	0.290168027747609	0.0725001444576363
Gene Ontology Biological Process	GO:0010817	regulation of hormone levels	443	enriched	0.00998992619531281	0.000450060247706896	depleted	0.584823665892837	0.264520594464293	farther	0.985521497821905	0.954960001661584
Gene Ontology Biological Process	GO:0098771	inorganic ion homeostasis	624	enriched	0.00998992619531281	0.000451182943110658	depleted	0.948970362182692	0.848079174843925	closer	0.458168325094241	0.177086187291707
Gene Ontology Biological Process	GO:0009306	protein secretion	462	enriched	0.0101775129179341	0.000461627839270514	depleted	0.237439905909412	0.0398111104112505	farther	0.836717782354132	0.607465743083317
Gene Ontology Biological Process	GO:0061387	regulation of extent of cell growth	122	enriched	0.01073304087153	0.000488905719094699	enriched	0.416131880280043	0.122663297093325	closer	0.389546784110164	0.127363860385978
